coin,timestamp,price,volume
DAI,2022-05-15 02:00:00+00:00,1.0,19872.27811
DAI,2022-05-15 03:00:00+00:00,0.999,27051.96329
DAI,2022-05-15 04:00:00+00:00,0.999,44585.79899
DAI,2022-05-15 05:00:00+00:00,0.999,50129.3906
DAI,2022-05-15 06:00:00+00:00,0.999,931594.95293
DAI,2022-05-15 07:00:00+00:00,0.999,32157.77301
DAI,2022-05-15 08:00:00+00:00,1.0,55957.2087
DAI,2022-05-15 09:00:00+00:00,0.999,23613.41398
DAI,2022-05-15 10:00:00+00:00,0.999,13281.258
DAI,2022-05-15 11:00:00+00:00,0.999,67846.56153
DAI,2022-05-15 12:00:00+00:00,0.999,93244.67602
DAI,2022-05-15 13:00:00+00:00,0.999,104783.52107
DAI,2022-05-15 14:00:00+00:00,1.0,152908.33504
DAI,2022-05-15 15:00:00+00:00,0.999,80875.29396
DAI,2022-05-15 16:00:00+00:00,1.0,48598.51253
DAI,2022-05-15 17:00:00+00:00,0.999,202256.17882
DAI,2022-05-15 18:00:00+00:00,0.999,105989.23164
DAI,2022-05-15 19:00:00+00:00,0.999,132687.30586
DAI,2022-05-15 20:00:00+00:00,1.0,226884.91078
DAI,2022-05-15 21:00:00+00:00,0.999,236207.6222
DAI,2022-05-15 22:00:00+00:00,1.0,156973.65817
DAI,2022-05-15 23:00:00+00:00,0.999,66719.62307
DAI,2022-05-16 00:00:00+00:00,0.999,59233.476
DAI,2022-05-16 01:00:00+00:00,0.999,110302.67583
DAI,2022-05-16 02:00:00+00:00,0.999,102911.75752
DAI,2022-05-16 03:00:00+00:00,0.999,85978.83642
DAI,2022-05-16 04:00:00+00:00,0.999,82855.64254
DAI,2022-05-16 05:00:00+00:00,0.999,33858.85552
DAI,2022-05-16 06:00:00+00:00,0.999,134294.07569
DAI,2022-05-16 07:00:00+00:00,0.999,98825.71963
DAI,2022-05-16 08:00:00+00:00,1.0,69652.617
DAI,2022-05-16 09:00:00+00:00,1.0,47858.13265
DAI,2022-05-16 10:00:00+00:00,0.999,838118.42106
DAI,2022-05-16 11:00:00+00:00,1.0,87910.99811
DAI,2022-05-16 12:00:00+00:00,0.999,265844.83575
DAI,2022-05-16 13:00:00+00:00,1.0,97224.66052
DAI,2022-05-16 14:00:00+00:00,1.0,227016.23222
DAI,2022-05-16 15:00:00+00:00,0.999,160151.56531
DAI,2022-05-16 16:00:00+00:00,0.999,64204.50039
DAI,2022-05-16 17:00:00+00:00,0.999,148344.9463
DAI,2022-05-16 18:00:00+00:00,1.0,236842.1656
DAI,2022-05-16 19:00:00+00:00,0.999,91874.63528
DAI,2022-05-16 20:00:00+00:00,0.999,89912.25505
DAI,2022-05-16 21:00:00+00:00,0.999,297982.27954
DAI,2022-05-16 22:00:00+00:00,1.0,139097.72042
DAI,2022-05-16 23:00:00+00:00,1.0,97215.09326
DAI,2022-05-17 00:00:00+00:00,0.999,78605.72031
DAI,2022-05-17 01:00:00+00:00,1.0,64057.62858
DAI,2022-05-17 02:00:00+00:00,1.0,91429.73318
DAI,2022-05-17 03:00:00+00:00,0.999,64449.69085
DAI,2022-05-17 04:00:00+00:00,0.999,58049.40849
DAI,2022-05-17 05:00:00+00:00,0.999,32677.1254
DAI,2022-05-17 06:00:00+00:00,1.0,14742.03215
DAI,2022-05-17 07:00:00+00:00,1.0,24474.42043
DAI,2022-05-17 08:00:00+00:00,0.999,24237.43248
DAI,2022-05-17 09:00:00+00:00,1.0,27156.39107
DAI,2022-05-17 10:00:00+00:00,1.0,71078.08102
DAI,2022-05-17 11:00:00+00:00,1.0,87465.49049
DAI,2022-05-17 12:00:00+00:00,0.999,141500.68944
DAI,2022-05-17 13:00:00+00:00,1.0,193880.49617
DAI,2022-05-17 14:00:00+00:00,0.999,178197.02672
DAI,2022-05-17 15:00:00+00:00,0.999,212265.25484
DAI,2022-05-17 16:00:00+00:00,1.0,86871.22756
DAI,2022-05-17 17:00:00+00:00,1.0,91726.88028
DAI,2022-05-17 18:00:00+00:00,0.999,62304.29853
DAI,2022-05-17 19:00:00+00:00,0.999,188596.62466
DAI,2022-05-17 20:00:00+00:00,0.999,75096.05932
DAI,2022-05-17 21:00:00+00:00,0.999,77070.91218
DAI,2022-05-17 22:00:00+00:00,1.0,173981.43016
DAI,2022-05-17 23:00:00+00:00,0.999,143545.98444
DAI,2022-05-18 00:00:00+00:00,1.0,134822.59733
DAI,2022-05-18 01:00:00+00:00,0.999,23473.37691
DAI,2022-05-18 02:00:00+00:00,1.0,59342.76499
DAI,2022-05-18 03:00:00+00:00,0.999,65506.48904
DAI,2022-05-18 04:00:00+00:00,1.0,35213.12316
DAI,2022-05-18 05:00:00+00:00,0.999,120602.38451
DAI,2022-05-18 06:00:00+00:00,0.999,28949.84905
DAI,2022-05-18 07:00:00+00:00,1.0,32601.26089
DAI,2022-05-18 08:00:00+00:00,0.999,60292.4763
DAI,2022-05-18 09:00:00+00:00,0.999,8392.41951
DAI,2022-05-18 10:00:00+00:00,1.0,45186.24021
DAI,2022-05-18 11:00:00+00:00,0.999,74312.33911
DAI,2022-05-18 12:00:00+00:00,1.0,57793.89426
DAI,2022-05-18 13:00:00+00:00,0.999,113535.45157
DAI,2022-05-18 14:00:00+00:00,0.999,261931.08236
DAI,2022-05-18 15:00:00+00:00,1.0,135930.43104
DAI,2022-05-18 16:00:00+00:00,0.999,153992.74171
DAI,2022-05-18 17:00:00+00:00,0.999,145651.55667
DAI,2022-05-18 18:00:00+00:00,0.999,261482.65641
DAI,2022-05-18 19:00:00+00:00,1.0,96755.92536
DAI,2022-05-18 20:00:00+00:00,0.999,178759.25713
DAI,2022-05-18 21:00:00+00:00,0.999,65385.70656
DAI,2022-05-18 22:00:00+00:00,0.999,353474.57603
DAI,2022-05-18 23:00:00+00:00,0.999,142937.76272
DAI,2022-05-19 00:00:00+00:00,1.0,55407.53741
DAI,2022-05-19 01:00:00+00:00,1.0,183976.58518
DAI,2022-05-19 02:00:00+00:00,0.999,284716.37412
DAI,2022-05-19 03:00:00+00:00,0.999,76486.71831
DAI,2022-05-19 04:00:00+00:00,1.0,114008.32496
DAI,2022-05-19 05:00:00+00:00,0.999,13768.40475
DAI,2022-05-19 06:00:00+00:00,0.999,279237.87705
